10:08:57.431	C	99957 0 0 0 0 0 0 0 9 0 0 0 0 81 0 0 0 0 8 0 0 0 0 0 0 0 0 0 98 899 998 1100 1 7 12997 14142 15901 2 6 12202 14332 16899 3 10 6896 9880 12803 4 10 6898 9899 12801 5 99 3 999 2101 6 - - - - 7 10 7933 9827 12056 8 4 19895 19999 20102 9 99 862 998 1143 10 - - - - 11 - - - - 12 98 663 796 905 13 99 188 201 239 14 - - - -
10:08:58.436	C	100500 0 0 0 0 0 0 0 11 0 0 0 0 78 0 0 0 0 12 0 0 0 0 0 0 0 0 0 101 899 1000 1101 1 7 12898 14155 16002 2 7 12101 14414 15999 3 10 6896 10018 13994 4 9 6898 10077 13802 5 100 2 999 1902 6 - - - - 7 10 9732 9999 10262 8 5 19898 19999 20104 9 101 870 1000 1143 10 1 98387 98387 98387 11 1 98001 98001 98001 12 101 670 797 902 13 101 187 202 241 14 1 2598 2598 2598
10:08:59.436	C	99999 0 0 0 0 0 0 0 12 0 0 0 0 76 0 0 0 0 12 0 0 0 0 0 0 0 0 0 100 899 999 1102 1 7 12999 14285 15899 2 7 13000 14284 15900 3 9 7094 10077 12905 4 10 6797 9999 13203 5 100 201 999 1800 6 - - - - 7 10 9733 10018 10456 8 5 19894 19999 20105 9 100 869 999 1132 10 1 100289 100289 100289 11 1 99999 99999 99999 12 100 664 797 910 13 100 90 201 238 14 1 2307 2307 2307
10:09:00.436	C	100000 0 0 0 0 0 0 0 12 0 0 0 0 76 0 0 0 0 12 0 0 0 0 0 0 0 0 0 100 899 999 1101 1 7 11998 14285 16100 2 7 11999 14286 17899 3 11 7794 9918 12302 4 11 7100 9935 12994 5 100 200 999 1802 6 - - - - 7 10 9571 9980 10266 8 5 19894 19999 20103 9 100 857 999 1138 10 1 100244 100244 100244 11 1 101000 101000 101000 12 100 663 798 910 13 100 89 200 237 14 1 3062 3062 3062
10:09:01.436	C	100003 0 0 0 0 0 0 0 11 0 0 0 0 79 0 0 0 0 10 0 0 0 0 0 0 0 0 0 100 898 998 1099 1 7 13000 14428 17000 2 6 12998 14664 16998 3 9 8097 10098 11997 4 9 7897 10077 12195 5 100 199 1000 1902 6 - - - - 7 9 9735 9969 10053 8 5 19997 19999 20000 9 100 869 998 1119 10 1 100237 100237 100237 11 1 99999 99999 99999 12 100 660 795 901 13 100 188 202 240 14 1 2824 2824 2824
10:09:02.426	C	99996 0 0 0 0 0 0 0 12 0 0 0 0 75 0 0 0 0 13 0 0 0 0 0 0 0 0 0 100 899 1000 1100 1 7 11999 14142 16000 2 8 11998 13999 15998 3 11 6896 9935 12999 4 11 6896 9935 12804 5 100 205 998 1900 6 - - - - 7 11 8539 10023 11457 8 5 19896 19999 20104 9 100 864 1000 1125 10 1 99457 99457 99457 11 1 99000 99000 99000 12 100 667 797 904 13 100 189 202 242 14 1 2367 2367 2367
10:09:03.145	C	99999 0 0 0 0 0 0 0 12 0 0 0 0 76 0 0 0 0 12 0 0 0 0 0 0 0 0 0 100 898 999 1100 1 7 13101 14415 15999 2 7 11996 14156 15999 3 10 7896 9999 12203 4 9 7896 10077 12203 5 100 201 999 1999 6 - - - - 7 10 9735 9999 10273 8 5 19896 19999 20103 9 100 865 999 1131 10 1 100394 100394 100394 11 1 100999 100999 100999 12 100 668 797 912 13 100 90 201 237 14 1 2972 2972 2972
10:09:04.286	C	100000 0 0 0 0 0 0 0 11 0 0 0 0 78 0 0 0 0 11 0 0 0 0 0 0 0 0 0 100 900 999 1105 1 7 12999 14155 16000 2 7 13002 14414 15998 3 10 7895 9999 12203 4 10 7895 9999 12204 5 100 800 999 1202 6 - - - - 7 10 9755 9999 10266 8 5 19897 19999 20106 9 100 868 999 1127 10 1 100341 100341 100341 11 1 100002 100002 100002 12 100 671 797 909 13 100 90 201 243 14 1 2632 2632 2632
10:09:05.435	C	100000 0 0 0 0 0 0 0 9 0 0 0 0 83 0 0 0 0 8 0 0 0 0 0 0 0 0 0 100 898 998 1102 1 6 13099 14816 16902 2 7 13000 14299 16000 3 9 8896 10077 11699 4 10 8896 9999 11198 5 100 2 1000 1901 6 - - - - 7 9 9738 9969 10015 8 5 19896 19999 20103 9 100 860 998 1106 10 1 99280 99280 99280 11 1 98998 98998 98998 12 100 665 796 906 13 100 188 201 238 14 1 2351 2351 2351
10:09:06.127	C	100005 0 0 0 0 0 0 0 11 0 0 0 0 78 0 0 0 0 11 0 0 0 0 0 0 0 0 0 100 899 999 1100 1 8 12099 14011 15997 2 6 13000 14499 16000 3 10 7893 9999 12806 4 10 7897 9999 12803 5 100 696 999 1205 6 - - - - 7 10 8732 9999 11265 8 5 19895 19999 20104 9 100 866 999 1141 10 1 100136 100136 100136 11 1 99999 99999 99999 12 100 669 797 909 13 100 90 201 239 14 1 2214 2214 2214
10:09:07.286	C	99998 0 0 0 0 0 0 0 12 0 0 0 0 76 0 0 0 0 12 0 0 0 0 0 0 0 0 0 100 898 999 1101 1 7 13004 14285 16000 2 7 13000 14428 15999 3 10 8794 9999 11303 4 10 7896 9999 12199 5 100 701 999 1202 6 - - - - 7 10 8729 9999 11269 8 5 19897 19980 20103 9 100 864 999 1137 10 1 100585 100585 100585 11 1 100999 100999 100999 12 100 670 801 910 13 100 89 198 239 14 1 2627 2627 2627
10:09:08.439	C	100395 0 0 0 0 0 0 0 12 0 0 0 0 76 0 0 0 0 12 0 0 0 0 0 0 0 0 0 100 899 999 1100 1 7 12999 14285 16001 2 8 12902 14112 15998 3 11 8796 10008 11301 4 11 7898 10026 12198 5 101 2 998 2002 6 - - - - 7 11 8538 10131 11461 8 5 19896 20018 20103 9 100 860 999 1128 10 1 99344 99344 99344 11 1 99001 99001 99001 12 100 665 800 911 13 100 89 198 240 14 1 2284 2284 2284
10:09:09.439	C	99999 0 0 0 0 0 0 0 11 0 0 0 0 78 0 0 0 0 11 0 0 0 0 0 0 0 0 0 100 899 999 1101 1 7 13000 14285 16001 2 7 13002 14285 15997 3 10 8796 9999 11303 4 10 7898 9999 12201 5 100 2 999 2001 6 - - - - 7 10 8540 9999 11461 8 5 19894 19999 20104 9 100 860 999 1133 10 1 100379 100379 100379 11 1 100898 100898 100898 12 100 664 799 910 13 100 89 199 234 14 1 2804 2804 2804
10:09:10.439	C	100000 0 0 0 0 0 0 0 10 0 0 0 0 80 0 0 0 0 10 0 0 0 0 0 0 0 0 0 100 899 999 1100 1 7 12997 14285 17001 2 7 12996 14284 17002 3 10 8099 9999 12000 4 10 7898 9999 12201 5 100 897 999 1199 6 - - - - 7 10 8541 9999 11459 8 5 19894 19999 20106 9 100 868 999 1103 10 1 100275 100275 100275 11 1 100000 100000 100000 12 100 668 799 903 13 100 185 199 234 14 1 2529 2529 2529
10:09:11.430	C	99999 0 0 0 0 0 0 0 10 0 0 0 0 80 0 0 0 0 10 0 0 0 0 0 0 0 0 0 100 899 999 1100 1 7 12999 14285 15001 2 7 13006 14285 15005 3 10 6099 9999 13797 4 10 7897 9999 12199 5 100 896 999 1202 6 - - - - 7 10 8541 9999 11460 8 5 18886 19999 21111 9 100 872 999 1128 10 1 100059 100059 100059 11 1 100099 100099 100099 12 100 673 798 904 13 100 186 200 251 14 1 2569 2569 2569
10:09:12.430	C	99999 0 0 0 0 0 0 0 9 0 0 0 0 82 0 0 0 0 9 0 0 0 0 0 0 0 0 0 100 898 999 1100 1 7 13000 14285 15999 2 7 12998 14284 15992 3 10 8099 9999 12000 4 10 7699 9980 12399 5 100 896 999 1200 6 - - - - 7 10 8536 9999 11459 8 5 18886 19999 21113 9 100 871 999 1131 10 1 99708 99708 99708 11 1 99899 99899 99899 12 100 673 801 909 13 100 89 197 234 14 1 2760 2760 2760
10:09:13.289	C	100000 0 0 0 0 0 0 0 11 0 0 0 0 77 0 0 0 0 12 0 0 0 0 0 0 0 0 0 100 897 1000 1101 1 7 12998 14427 16000 2 6 13001 14499 15994 3 9 7997 9987 12102 4 9 7099 9987 13000 5 100 2 1000 2001 6 - - - - 7 10 8540 9853 10274 8 5 18892 19999 21107 9 100 882 1000 1129 10 1 100373 100373 100373 11 1 100000 100000 100000 12 100 676 799 906 13 100 186 200 248 14 1 2387 2387 2387
10:09:14.430	C	99999 0 0 0 0 0 0 0 11 0 0 0 0 78 0 0 0 0 11 0 0 0 0 0 0 0 0 0 100 898 999 1101 1 7 12999 14285 16000 2 7 12999 14428 16000 3 11 7895 10018 12204 4 10 7895 9999 12204 5 100 897 999 1203 6 - - - - 7 10 9640 9999 10353 8 5 18892 20020 21107 9 100 869 999 1140 10 1 99323 99323 99323 11 1 99099 99099 99099 12 100 665 802 912 13 100 89 195 245 14 1 2163 2163 2163
10:09:15.430	C	99999 0 0 0 0 0 0 0 9 0 0 0 0 82 0 0 0 0 9 0 0 0 0 0 0 0 0 0 100 898 999 1101 1 7 13000 14285 15999 2 7 12998 14285 15993 3 10 6896 9999 13202 4 10 6896 9999 13202 5 100 897 999 1205 6 - - - - 7 10 9727 9999 10271 8 5 18889 19999 21111 9 100 861 999 1134 10 1 100409 100409 100409 11 1 101000 101000 101000 12 100 664 800 910 13 100 89 198 248 14 1 2754 2754 2754
10:09:16.280	C	100000 0 0 0 0 0 0 0 11 0 0 0 0 78 0 0 0 0 11 0 0 0 0 0 0 0 0 0 100 898 999 1101 1 7 11997 14285 16103 2 7 11998 14285 15900 3 10 6896 9999 13200 4 10 6896 9999 13198 5 100 700 999 1203 6 - - - - 7 10 7934 9999 12064 8 5 19896 19999 20105 9 100 861 999 1133 10 1 99943 99943 99943 11 1 99999 99999 99999 12 100 660 799 910 13 100 89 199 269 14 1 2811 2811 2811
10:09:17.420	C	99999 0 0 0 0 0 0 0 10 0 0 0 0 80 0 0 0 0 10 0 0 0 0 0 0 0 0 0 100 899 999 1102 1 7 12999 14284 15001 2 7 13000 14285 15904 3 9 6895 9976 13102 4 10 6897 9999 12903 5 100 200 999 1900 6 - - - - 7 10 8663 10002 11362 8 5 19895 20000 20108 9 100 844 999 1162 10 1 99515 99515 99515 11 1 99001 99001 99001 12 100 640 798 909 13 100 187 200 261 14 1 2297 2297 2297
10:09:18.420	C	100000 0 0 0 0 0 0 0 9 0 0 0 0 82 0 0 0 0 9 0 0 0 0 0 0 0 0 0 100 898 999 1102 1 6 12999 14649 17000 2 8 12999 14011 16998 3 10 6895 9999 13101 4 10 6897 9999 12902 5 100 799 999 1201 6 - - - - 7 10 8662 9998 11360 8 5 18892 19998 21107 9 100 865 999 1111 10 1 100447 100447 100447 11 1 100999 100999 100999 12 100 666 798 907 13 100 186 200 236 14 1 2849 2849 2849
10:09:19.425	C	100503 0 0 0 0 0 0 0 11 0 0 0 0 80 0 0 0 0 10 0 0 0 0 0 0 0 0 0 101 899 998 1100 1 7 12999 14285 16898 2 7 12999 14285 15098 3 10 6896 9999 13101 4 10 7798 9999 12003 5 100 799 999 1204 6 - - - - 7 10 8667 10000 11357 8 5 18701 19999 21299 9 101 877 998 1141 10 1 100432 100432 100432 11 1 99999 99999 99999 12 101 674 799 911 13 101 89 198 240 14 1 2416 2416 2416
