10:26:53.588	C	99948 0 0 0 0 0 0 0 11 0 0 0 0 77 0 0 0 0 11 0 0 0 0 0 0 0 0 0 99 895 999 1101 1 6 13995 14165 15008 2 6 13998 14166 15000 3 9 6895 9999 13803 4 9 7797 9999 12902 5 99 799 1003 1381 6 - - - - 7 9 7850 10000 12168 8 4 18890 19722 20003 9 99 861 999 1118 10 - - - - 11 - - - - 12 99 666 795 906 13 99 186 203 243 14 - - - -
10:26:54.456	C	100500 0 0 0 0 0 0 0 9 0 0 0 0 83 0 0 0 0 9 0 0 0 0 0 0 0 0 0 101 898 999 1104 1 7 13000 14156 14999 2 7 12994 14413 15906 3 10 6896 9999 13803 4 10 6896 9999 13104 5 100 800 999 1205 6 - - - - 7 10 7835 9997 12165 8 5 18891 19999 21109 9 101 864 999 1135 10 1 102085 102085 102085 11 1 102000 102000 102000 12 101 654 795 911 13 101 89 203 243 14 1 1314 1314 1314
10:26:55.597	C	100000 0 0 0 0 0 0 0 11 0 0 0 0 78 0 0 0 0 11 0 0 0 0 0 0 0 0 0 100 899 999 1102 1 7 12999 14414 16000 2 7 12999 14156 15995 3 10 6894 9999 13805 4 10 6894 9999 13107 5 100 797 999 1203 6 - - - - 7 10 9734 9999 10265 8 5 18887 19999 21112 9 100 865 999 1148 10 1 95333 95333 95333 11 1 95999 95999 95999 12 100 670 794 907 13 100 188 204 244 14 1 1980 1980 1980
10:26:56.297	C	100000 0 0 0 0 0 0 0 13 0 0 0 0 74 0 0 0 0 13 0 0 0 0 0 0 0 0 0 100 898 999 1102 1 7 12098 14156 15001 2 7 13900 14413 15001 3 10 6700 9999 14000 4 10 6897 9999 13803 5 100 199 999 1906 6 - - - - 7 10 9733 9999 10275 8 5 18889 19999 21108 9 100 844 999 1146 10 1 104557 104557 104557 11 1 104000 104000 104000 12 100 633 797 911 13 100 88 201 264 14 1 1422 1422 1422
10:26:57.446	C	99999 0 0 0 0 0 0 0 12 0 0 0 0 76 0 0 0 0 12 0 0 0 0 0 0 0 0 0 100 898 999 1101 1 7 12999 14427 15099 2 7 13000 14428 16899 3 10 6700 9999 13998 4 10 6896 9999 13800 5 100 198 999 1903 6 - - - - 7 10 9738 9999 10269 8 5 19999 19999 20001 9 100 861 999 1131 10 1 97367 97367 97367 11 1 98000 98000 98000 12 100 664 796 910 13 100 89 202 253 14 1 2056 2056 2056
10:26:58.446	C	99999 0 0 0 0 0 0 0 14 0 0 0 0 72 0 0 0 0 14 0 0 0 0 0 0 0 0 0 100 897 999 1102 1 6 13000 16500 28099 2 7 12899 14142 16901 3 10 6896 9999 14000 4 10 6896 9999 14000 5 100 697 999 1203 6 - - - - 7 10 8732 9999 11269 8 5 19996 19999 20002 9 100 816 999 1178 10 1 98207 98207 98207 11 1 97999 97999 97999 12 100 621 796 910 13 100 89 202 276 14 1 1847 1847 1847
10:26:59.446	C	99999 0 0 0 0 0 0 0 11 0 0 0 0 78 0 0 0 0 11 0 0 0 0 0 0 0 0 0 100 898 999 1104 1 7 12998 14556 15997 2 7 12998 14299 15998 3 10 6895 9999 13104 4 10 6897 9999 13102 5 100 701 999 1200 6 - - - - 7 10 8728 9999 11269 8 5 19996 19999 20002 9 100 857 999 1143 10 1 100378 100378 100378 11 1 99908 99908 99908 12 100 654 795 910 13 100 89 203 268 14 1 1376 1376 1376
10:27:00.437	C	100001 0 0 0 0 0 0 0 10 0 0 0 0 80 0 0 0 0 10 0 0 0 0 0 0 0 0 0 100 896 999 1103 1 7 13998 14285 15899 2 6 13997 16666 28100 3 10 6895 9999 13104 4 10 6897 9999 13103 5 100 695 999 1202 6 - - - - 7 10 8731 10000 11268 8 5 19998 20000 20001 9 100 849 999 1113 10 1 101141 101141 101141 11 1 101090 101090 101090 12 100 652 793 904 13 100 187 204 243 14 1 1326 1326 1326
10:27:01.596	C	100000 0 0 0 0 0 0 0 11 0 0 0 0 78 0 0 0 0 11 0 0 0 0 0 0 0 0 0 100 896 999 1100 1 7 12998 14285 15897 2 6 12998 16666 28099 3 10 8894 9999 11105 4 10 7097 9999 12901 5 100 697 999 1202 6 - - - - 7 10 9904 9999 10098 8 5 19998 19999 20000 9 100 854 999 1135 10 1 98465 98465 98465 11 1 98906 98906 98906 12 100 655 797 911 13 100 89 201 243 14 1 1767 1767 1767
10:27:02.307	C	99998 0 0 0 0 0 0 0 12 0 0 0 0 76 0 0 0 0 12 0 0 0 0 0 0 0 0 0 100 897 999 1100 1 7 12998 14285 15099 2 7 13000 14285 15098 3 10 6895 9999 13105 4 10 6896 9999 13104 5 100 200 999 1996 6 - - - - 7 10 7731 9998 12264 8 5 19998 19999 20001 9 100 856 999 1138 10 1 101405 101405 101405 11 1 101093 101093 101093 12 100 661 798 909 13 100 90 200 242 14 1 1455 1455 1455
