Time[ms];pwmL[us];curL[mA];volL[mV];pwmR[us];curR[mA];volR[mV];strini[uint10]
28585;0;21;7424;0;21;7416;6
28640;0;21;7424;0;21;7416;6
28694;0;21;7424;0;21;7416;6
28748;0;21;7424;0;21;7416;6
28802;0;21;7424;0;21;7416;6
28856;0;21;7424;0;21;7416;6
28910;0;21;7424;0;21;7416;6
28964;0;21;7424;0;21;7416;6
29019;0;21;7424;0;21;7416;6
29072;0;21;7424;0;21;7416;6
29126;0;21;7424;0;21;7416;6
29180;0;21;7424;0;21;7416;6
29237;0;21;7424;0;21;7416;6
29291;0;21;7424;0;21;7416;6
29345;0;21;7424;0;21;7416;6
29400;0;21;7424;0;21;7416;6
29454;0;21;7424;0;21;7416;6
29507;0;21;7424;0;21;7416;6
29561;0;21;7424;0;21;7416;6
29616;0;21;7424;0;21;7416;6
29670;0;21;7424;0;21;7416;6
29724;0;21;7424;0;21;7416;6
29778;0;21;7424;0;21;7416;6
29832;0;21;7424;0;21;7416;7
29886;0;21;7424;0;21;7416;6
29940;0;21;7424;0;21;7416;6
29995;0;21;7424;0;21;7416;5
30049;0;21;7424;0;21;7408;5
30102;0;21;7424;0;21;7408;5
30156;0;21;7424;0;21;7408;5
30214;0;21;7424;0;21;7408;5
30267;0;21;7424;0;21;7416;5
30321;0;21;7424;0;21;7408;5
30375;0;21;7424;0;21;7416;5
30430;0;21;7424;0;21;7408;5
30484;0;21;7424;0;21;7408;5
30537;0;21;7424;0;21;7408;5
30592;0;21;7424;0;21;7416;5
30646;0;21;7424;0;21;7416;5
30700;0;21;7424;0;21;7408;5
30754;0;21;7424;0;21;7416;5
30808;0;21;7424;0;21;7408;5
30862;0;21;7424;0;21;7416;5
30916;0;21;7424;0;21;7408;5
30970;0;21;7424;0;21;7408;5
31025;0;21;7424;0;21;7408;5
31078;0;21;7424;0;21;7408;5
31132;0;21;7424;0;21;7408;5
31190;0;21;7424;0;21;7408;5
31243;0;21;7424;0;21;7408;5
31297;0;21;7424;0;21;7408;5
31351;0;21;7424;0;21;7416;5
31406;0;21;7424;0;21;7416;5
31460;0;21;7424;0;21;7416;5
31513;0;21;7424;0;21;7408;5
31567;0;21;7424;0;21;7416;5
31622;0;21;7424;0;21;7416;5
31676;0;21;7424;0;21;7416;5
31730;0;21;7424;0;21;7408;5
31783;0;21;7424;0;21;7408;5
31838;0;21;7424;0;21;7408;5
31892;0;21;7424;0;21;7408;5
31946;0;21;7424;0;21;7408;5
32001;0;21;7424;0;21;7408;5
32054;0;21;7424;0;21;7416;5
32111;0;21;7424;0;21;7408;6
32164;0;21;7424;0;21;7408;5
32219;0;21;7424;0;21;7408;6
32280;0;21;7424;0;21;7408;5
32338;0;21;7424;0;21;7408;5
32393;0;21;7424;0;21;7416;5
32446;0;21;7424;0;21;7416;5
32500;0;21;7424;0;21;7416;5
32555;0;21;7424;0;21;7416;5
32609;0;21;7424;0;21;7416;5
32663;0;21;7424;0;21;7416;5
32716;0;21;7424;0;21;7416;5
32771;0;21;7424;0;21;7416;5
32825;0;21;7424;0;21;7416;5
32879;0;21;7424;0;21;7408;5
32933;0;21;7424;0;21;7408;5
32987;0;21;7424;0;21;7416;5
33041;0;21;7424;0;21;7416;6
33098;0;21;7424;0;21;7416;5
33152;0;21;7424;0;21;7416;5
33206;0;21;7424;0;21;7416;5
33260;0;21;7424;0;21;7416;5
33314;0;21;7424;0;21;7416;5
33369;0;21;7424;0;21;7416;5
33423;0;21;7424;0;21;7416;5
33476;0;21;7424;0;21;7416;5
33530;0;21;7424;0;21;7416;5
33585;0;21;7424;0;21;7408;5
33639;0;21;7424;0;21;7416;5
33693;0;21;7424;0;21;7416;5
33746;0;21;7424;0;21;7416;5
33801;0;21;7424;0;21;7416;5
33855;0;21;7424;0;21;7416;5
33909;0;21;7424;0;21;7416;5
33964;0;21;7424;0;21;7416;5
34020;0;21;7424;0;21;7416;5
34074;0;21;7424;0;21;7416;5
34128;0;21;7424;0;21;7416;5
34182;0;21;7424;0;21;7416;5
34236;0;21;7424;0;21;7416;5
34290;0;21;7424;0;21;7416;5
34344;0;21;7424;0;21;7416;6
34399;0;21;7424;0;21;7416;5
34452;0;21;7424;0;21;7416;5
34506;0;21;7424;0;21;7416;5
34561;0;21;7424;0;21;7416;6
34615;0;21;7424;0;21;7416;6
34669;0;21;7424;0;21;7416;5
34722;0;21;7424;0;21;7416;5
34777;0;21;7424;0;21;7416;5
34831;0;21;7424;0;21;7416;6
34885;0;21;7424;0;21;7416;5
34939;0;21;7424;0;21;7416;5
34996;0;21;7424;0;21;7416;5
35050;0;21;7424;0;21;7416;5
35104;0;21;7424;0;21;7416;5
35159;0;21;7424;0;21;7416;5
35212;0;21;7424;0;21;7416;5
35266;0;21;7424;0;21;7416;5
35320;0;21;7424;0;21;7416;5
35375;0;21;7424;0;21;7416;5
35429;0;21;7424;0;21;7416;5
35482;0;21;7424;0;21;7416;5
35536;0;21;7424;0;21;7416;5
35591;0;21;7424;0;21;7416;5
35645;0;21;7424;0;21;7416;5
35699;0;21;7424;0;21;7416;5
35752;0;21;7424;0;21;7416;5
35807;0;21;7424;0;21;7416;5
35861;0;21;7424;0;21;7416;5
35915;0;21;7424;0;21;7416;5
35972;0;21;7424;0;21;7416;5
36026;0;21;7424;0;21;7416;5
36080;0;21;7424;0;21;7416;5
36134;0;21;7424;0;21;7416;5
36188;0;21;7424;0;21;7416;5
36242;0;21;7424;0;21;7416;5
36296;0;21;7424;0;21;7416;5
36350;0;21;7424;0;21;7416;5
36405;0;21;7424;0;21;7416;5
36458;0;21;7424;0;21;7408;5
36512;0;21;7424;0;21;7416;5
36567;0;21;7424;0;21;7416;5
36621;0;21;7424;0;21;7416;5
36675;0;21;7424;0;21;7416;5
36728;0;21;7424;0;21;7416;5
36783;0;21;7424;0;21;7416;5
36837;0;21;7424;0;21;7416;5
36894;0;21;7424;0;21;7416;5
36947;0;21;7424;0;21;7416;5
37002;0;21;7424;0;21;7416;5
37056;0;21;7424;0;21;7416;5
37110;0;21;7424;0;21;7416;5
37165;0;21;7424;0;21;7416;5
37218;0;21;7424;0;21;7416;5
37272;0;21;7424;0;21;7416;5
37326;0;21;7424;0;21;7416;5
37381;0;21;7424;0;21;7416;5
37435;0;21;7424;0;21;7416;5
37488;0;21;7424;0;21;7416;5
37542;0;21;7424;0;21;7416;5
37597;0;21;7424;0;21;7416;5
37651;0;21;7424;0;21;7416;5
37705;0;21;7424;0;21;7416;5
37767;0;21;7424;0;21;7416;5
37824;0;21;7424;0;21;7416;5
37881;0;21;7424;0;21;7416;5
37935;0;21;7424;0;21;7416;5
37989;0;21;7424;0;21;7416;5
38043;0;21;7424;0;21;7416;5
38097;0;21;7424;0;21;7416;5
38152;0;21;7424;0;21;7416;5
38205;0;21;7424;0;21;7416;5
38259;0;21;7424;0;21;7416;5
38313;0;21;7424;0;21;7416;5
38368;0;21;7424;0;21;7408;5
38422;0;21;7424;0;21;7408;6
38476;0;21;7424;0;21;7408;5
38530;0;21;7424;0;21;7408;5
38584;0;21;7424;0;21;7408;5
38638;0;21;7424;0;21;7416;5
38692;0;21;7424;0;21;7416;5
38747;0;21;7424;0;21;7416;5
38800;0;21;7424;0;21;7416;5
38857;0;21;7424;0;21;7416;5
38910;0;21;7424;0;21;7416;5
38965;0;21;7424;0;21;7416;5
39019;0;21;7424;0;21;7416;5
39073;0;21;7424;0;21;7416;5
39128;0;21;7424;0;21;7416;5
39181;0;21;7424;0;21;7416;5
39235;0;21;7424;0;21;7416;5
39289;0;21;7424;0;21;7416;5
39344;0;21;7424;0;21;7416;5
39398;0;21;7424;0;21;7416;5
39452;0;21;7424;0;21;7416;5
39505;0;21;7424;0;21;7416;5
39560;0;21;7424;0;21;7416;5
39614;0;21;7424;0;21;7416;5
39668;0;21;7424;0;21;7416;5
39723;0;21;7424;0;21;7416;5
39779;0;21;7424;0;21;7416;5
39833;0;21;7424;0;21;7416;5
39886;0;21;7424;0;21;7416;5
39941;0;21;7424;0;21;7416;5
39995;0;21;7424;0;21;7416;5
40049;0;21;7424;0;21;7416;5
40103;0;21;7424;0;21;7416;5
40157;0;21;7424;0;21;7416;5
40211;0;21;7424;0;21;7416;5
40265;0;21;7424;0;21;7416;5
40320;0;21;7424;0;21;7416;5
40374;0;21;7424;0;21;7416;5
40427;0;21;7424;0;21;7416;5
40481;0;21;7424;0;21;7416;5
40536;0;21;7424;0;21;7416;5
40590;0;21;7424;0;21;7416;5
40644;0;21;7424;0;21;7416;5
40697;0;21;7424;0;21;7416;5
40758;0;21;7424;0;21;7416;5
40812;0;21;7424;0;21;7416;5
40866;0;21;7424;0;21;7416;5
40921;0;21;7424;0;21;7416;5
40975;0;21;7424;0;21;7416;5
41028;0;21;7424;0;21;7416;5
41082;0;21;7424;0;21;7416;5
41137;0;21;7424;0;21;7416;5
41191;0;21;7424;0;21;7416;5
41245;0;21;7424;0;21;7416;5
41298;0;21;7424;0;21;7416;5
41353;0;21;7424;0;21;7416;5
41407;0;21;7424;0;21;7416;5
41461;0;21;7424;0;21;7416;5
41516;0;21;7424;0;21;7416;5
41569;0;21;7424;0;21;7416;5
41623;0;21;7424;0;21;7416;5
41677;0;21;7424;0;21;7416;5
41734;0;21;7424;0;21;7416;5
41788;0;21;7424;0;21;7416;5
41842;0;21;7424;0;21;7416;5
41896;0;21;7424;0;21;7416;5
41951;0;21;7424;0;21;7416;5
42004;0;21;7424;0;21;7416;5
42058;0;21;7424;0;21;7416;5
42113;0;21;7424;0;21;7416;5
42167;0;21;7424;0;21;7416;5
42221;0;21;7424;0;21;7416;5
42275;0;21;7424;0;21;7416;5
42329;0;21;7424;0;21;7416;5
42383;0;21;7424;0;21;7416;5
42437;0;21;7424;0;21;7416;5
42491;0;21;7424;0;21;7416;5
42546;0;21;7424;0;21;7416;5
42599;0;21;7424;0;21;7416;5
42656;0;21;7424;0;21;7416;5
42711;0;21;7424;0;21;7416;5
42764;0;21;7424;0;21;7416;5
42818;0;21;7424;0;21;7416;6
42872;0;21;7424;0;21;7416;5
42927;0;21;7424;0;21;7416;5
42981;0;21;7424;0;21;7416;5
43034;0;21;7424;0;21;7416;5
43088;0;21;7424;0;21;7416;5
43143;0;21;7424;0;21;7416;5
43197;0;21;7424;0;21;7416;5
43258;0;21;7424;0;21;7416;5
43316;0;21;7424;0;21;7416;5
43370;0;21;7424;0;21;7416;5
43424;0;21;7424;0;21;7416;5
43479;0;21;7424;0;21;7416;5
43533;0;21;7424;0;21;7416;5
43586;0;21;7424;0;21;7416;5
43643;0;21;7424;0;21;7416;5
43698;0;21;7424;0;21;7416;5
43751;0;21;7424;0;21;7416;5
43805;0;21;7424;0;21;7416;5
43859;0;21;7424;0;21;7416;5
43914;0;21;7424;0;21;7416;5
43968;0;21;7424;0;21;7416;5
44021;0;21;7424;0;21;7416;5
44076;0;21;7424;0;21;7416;5
44130;0;21;7424;0;21;7416;5
44184;0;21;7424;0;21;7416;5
44238;0;21;7424;0;21;7416;5
44292;0;21;7424;0;21;7416;5
44346;0;21;7424;0;21;7416;5
44400;0;21;7424;0;21;7416;5
44454;0;21;7424;0;21;7416;5
44509;0;21;7424;0;21;7416;5
44562;0;21;7424;0;21;7416;5
44619;0;21;7424;0;21;7416;5
44674;0;21;7424;0;21;7416;5
44727;0;21;7424;0;21;7416;5
44781;0;21;7424;0;21;7416;5
44835;0;21;7424;0;21;7416;5
44890;0;21;7424;0;21;7416;5
44944;0;21;7424;0;21;7416;6
44997;0;21;7424;0;21;7416;5
45051;0;21;7424;0;21;7416;5
45106;0;21;7424;0;21;7416;5
45160;0;21;7424;0;21;7416;5
45214;0;21;7424;0;21;7416;5
45267;0;21;7424;0;21;7416;5
45322;0;21;7424;0;21;7416;5
45376;0;21;7424;0;21;7416;5
45430;0;21;7424;0;21;7416;5
45485;0;21;7424;0;21;7416;5
45541;0;21;7424;0;21;7416;5
45595;0;21;7424;0;21;7416;5
45649;0;21;7424;0;21;7416;5
45704;0;21;7424;0;21;7416;5
45757;0;21;7424;0;21;7416;5
