Time[ms];pwmL[us];curL[mA];volL[mV];pwmR[us];curR[mA];volR[mV];strini[uint10]
266067;0;21;7424;0;21;7416;5
266122;0;21;7424;0;21;7416;5
266176;0;21;7424;0;21;7416;5
266230;0;21;7424;0;21;7416;5
266285;0;21;7424;0;21;7416;5
266339;0;21;7424;0;21;7416;5
266395;0;21;7424;0;21;7416;5
266449;0;21;7424;0;21;7416;5
266504;0;21;7424;0;21;7416;6
266557;0;21;7424;0;21;7416;5
266611;0;21;7424;0;21;7416;6
266665;0;21;7424;0;21;7416;5
266720;0;21;7424;0;21;7416;5
266774;0;21;7424;0;21;7416;6
266828;0;21;7424;0;21;7416;5
266882;0;21;7424;0;21;7416;5
266936;0;21;7424;0;21;7416;5
266990;0;21;7424;0;21;7416;5
267044;0;21;7424;0;21;7416;5
267099;0;21;7424;0;21;7416;5
267153;0;21;7424;0;21;7416;5
267207;0;21;7424;0;21;7416;5
267260;0;21;7424;0;21;7416;6
267318;0;21;7424;0;21;7416;5
267372;0;21;7424;0;21;7416;5
267425;0;21;7424;0;21;7416;5
267480;0;21;7424;0;21;7416;5
267534;0;21;7424;0;21;7416;5
267588;0;21;7424;0;21;7416;5
267642;0;21;7424;0;21;7416;5
267697;0;21;7424;0;21;7416;5
267750;0;21;7424;0;21;7416;5
267804;0;21;7424;0;21;7416;5
267858;0;21;7424;0;21;7416;5
267913;0;21;7424;0;21;7416;5
267967;0;21;7424;0;21;7416;5
268021;0;21;7424;0;21;7416;5
268075;0;21;7424;0;21;7416;5
268129;0;21;7424;0;21;7416;6
268183;0;21;7424;0;21;7416;5
268240;0;21;7424;0;21;7416;5
268294;0;21;7424;0;21;7416;5
268348;0;21;7424;0;21;7416;5
268409;0;21;7424;0;21;7416;5
268468;0;21;7424;0;21;7416;6
268522;0;21;7424;0;21;7416;5
268576;0;21;7424;0;21;7416;5
268630;0;21;7424;0;21;7416;5
268684;0;21;7424;0;21;7416;6
268738;0;21;7424;0;21;7416;6
268792;0;21;7424;0;21;7416;5
268847;0;21;7424;0;21;7416;5
268901;0;21;7424;0;21;7416;6
268954;0;21;7424;0;21;7416;5
269008;0;21;7424;0;21;7416;5
269063;0;21;7424;0;21;7416;5
269117;0;21;7424;0;21;7416;5
269173;0;21;7424;0;21;7416;6
269228;0;21;7424;0;21;7416;6
269282;0;21;7424;0;21;7416;6
269336;0;21;7424;0;21;7416;5
269390;0;21;7424;0;21;7416;5
269445;0;21;7424;0;21;7416;5
269498;0;21;7424;0;21;7416;5
269552;0;21;7424;0;21;7416;6
269606;0;21;7424;0;21;7416;5
269661;0;21;7424;0;21;7416;6
269715;0;21;7424;0;21;7416;6
269769;0;21;7424;0;21;7416;5
269822;0;21;7424;0;21;7416;5
269877;0;21;7424;0;21;7416;5
269931;0;21;7424;0;21;7416;5
269985;0;21;7424;0;21;7416;5
270040;0;21;7424;0;21;7416;5
270096;0;21;7424;0;21;7416;5
270150;0;21;7424;0;21;7416;5
270204;0;21;7424;0;21;7416;5
270259;0;21;7424;0;21;7416;5
270313;0;21;7424;0;21;7416;5
270366;0;21;7424;0;21;7416;6
270420;0;21;7424;0;21;7416;5
270475;0;21;7424;0;21;7416;5
270529;0;21;7424;0;21;7416;6
270583;0;21;7424;0;21;7416;5
270638;0;21;7424;0;21;7416;5
270691;0;21;7424;0;21;7416;5
270745;0;21;7424;0;21;7416;5
270799;0;21;7424;0;21;7416;5
270854;0;21;7424;0;21;7416;5
270908;0;21;7424;0;21;7416;6
270962;0;21;7424;0;21;7416;5
271019;0;21;7424;0;21;7416;5
271073;0;21;7424;0;21;7416;5
271127;0;21;7424;0;21;7416;5
271180;0;21;7424;0;21;7416;5
271235;0;21;7424;0;21;7416;5
271289;0;21;7424;0;21;7416;6
271343;0;21;7424;0;21;7416;5
271397;0;21;7424;0;21;7416;5
271452;0;21;7424;0;21;7416;6
271505;0;21;7424;0;21;7416;5
271559;0;21;7424;0;21;7416;6
271613;0;21;7424;0;21;7416;5
271668;0;21;7424;0;21;7416;5
271722;0;21;7424;0;21;7416;5
271776;0;21;7424;0;21;7416;5
271831;0;21;7424;0;21;7416;5
271884;0;21;7424;0;21;7416;5
271941;0;21;7424;0;21;7416;5
271994;0;21;7424;0;21;7416;5
272049;0;21;7424;0;21;7416;5
272103;0;21;7424;0;21;7416;6
272157;0;21;7424;0;21;7416;6
272211;0;21;7424;0;21;7416;5
272266;0;21;7424;0;21;7416;5
272319;0;21;7424;0;21;7416;6
272373;0;21;7424;0;21;7416;5
272428;0;21;7424;0;21;7416;5
272482;0;21;7424;0;21;7416;5
272536;0;21;7424;0;21;7416;5
272590;0;21;7424;0;21;7416;5
272644;0;21;7424;0;21;7416;5
272698;0;21;7424;0;21;7416;5
272752;0;21;7424;0;21;7416;5
272806;0;21;7424;0;21;7416;5
272863;0;21;7424;0;21;7416;5
272917;0;21;7424;0;21;7416;5
272971;0;21;7424;0;21;7416;5
273026;0;21;7424;0;21;7416;5
273080;0;21;7424;0;21;7416;6
273134;0;21;7424;0;21;7416;5
273187;0;21;7424;0;21;7416;6
273242;0;21;7424;0;21;7416;5
273296;0;21;7424;0;21;7416;5
273350;0;21;7424;0;21;7416;5
273404;0;21;7424;0;21;7416;5
273459;0;21;7424;0;21;7416;5
273513;0;21;7424;0;21;7416;5
273566;0;21;7424;0;21;7416;5
273620;0;21;7424;0;21;7416;5
273675;0;21;7424;0;21;7416;5
273729;0;21;7424;0;21;7416;5
273785;0;21;7424;0;21;7416;5
273840;0;21;7424;0;21;7416;5
273901;0;21;7424;0;21;7416;5
273959;0;21;7424;0;21;7416;5
274014;0;21;7424;0;21;7416;6
274067;0;21;7424;0;21;7416;6
274121;0;21;7424;0;21;7416;5
274176;0;21;7424;0;21;7416;6
274230;0;21;7424;0;21;7416;6
274284;0;21;7424;0;21;7416;5
274338;0;21;7424;0;21;7416;6
274392;0;21;7424;0;21;7416;5
274446;0;21;7424;0;21;7416;5
274500;0;21;7424;0;21;7416;5
274554;0;21;7424;0;21;7416;6
274609;0;21;7424;0;21;7416;5
274663;0;21;7424;0;21;7416;6
274719;0;21;7424;0;21;7416;5
274774;0;21;7424;0;21;7416;5
274828;0;21;7424;0;21;7416;5
274882;0;21;7424;0;21;7416;5
274935;0;21;7424;0;21;7416;6
274990;0;21;7424;0;21;7416;5
275044;0;21;7424;0;21;7416;5
275098;0;21;7424;0;21;7416;5
275152;0;21;7424;0;21;7416;5
275207;0;21;7424;0;21;7416;6
275260;0;21;7424;0;21;7416;6
275314;0;21;7424;0;21;7416;5
275368;0;21;7424;0;21;7416;5
275423;0;21;7424;0;21;7416;5
275477;0;21;7424;0;21;7416;5
275531;0;21;7424;0;21;7416;5
275585;0;21;7424;0;21;7416;5
275642;0;21;7424;0;21;7416;5
275696;0;21;7424;0;21;7416;6
275750;0;21;7424;0;21;7416;5
275804;0;21;7424;0;21;7416;5
275858;0;21;7424;0;21;7416;5
275912;0;21;7424;0;21;7416;5
275966;0;21;7424;0;21;7416;5
276021;0;21;7424;0;21;7416;5
276075;0;21;7424;0;21;7416;5
276128;0;21;7424;0;21;7416;5
276183;0;21;7424;0;21;7416;5
276237;0;21;7424;0;21;7416;5
276291;0;21;7424;0;21;7416;5
276345;0;21;7424;0;21;7416;5
276400;0;21;7424;0;21;7416;5
276453;0;21;7424;0;21;7416;5
276507;0;21;7424;0;21;7416;5
276564;0;21;7424;0;21;7416;5
276619;0;21;7424;0;21;7416;5
276672;0;21;7424;0;21;7416;5
276726;0;21;7424;0;21;7416;5
276781;0;21;7424;0;21;7416;5
276835;0;21;7424;0;21;7416;5
276889;0;21;7424;0;21;7416;5
276943;0;21;7424;0;21;7416;5
276997;0;21;7424;0;21;7416;5
277051;0;21;7424;0;21;7416;5
277105;0;21;7424;0;21;7416;6
277159;0;21;7424;0;21;7416;5
277214;0;21;7424;0;21;7416;5
277268;0;21;7424;0;21;7416;5
277321;0;21;7424;0;21;7416;5
277376;0;21;7424;0;21;7416;5
277430;0;21;7424;0;21;7416;5
277487;0;21;7424;0;21;7416;5
277540;0;21;7424;0;21;7416;5
277595;0;21;7424;0;21;7416;5
277649;0;21;7424;0;21;7416;5
277703;0;21;7424;0;21;7416;5
277757;0;21;7424;0;21;7416;5
277812;0;21;7424;0;21;7416;6
277866;0;21;7424;0;21;7416;5
277919;0;21;7424;0;21;7416;5
277974;0;21;7424;0;21;7416;5
278028;0;21;7424;0;21;7416;5
278082;0;21;7424;0;21;7416;5
278136;0;21;7424;0;21;7416;5
278191;0;21;7424;0;21;7416;5
278244;0;21;7424;0;21;7416;5
278298;0;21;7424;0;21;7416;5
278352;0;21;7424;0;21;7416;5
278410;0;21;7424;0;21;7416;5
278464;0;21;7424;0;21;7416;5
278518;0;21;7424;0;21;7416;5
278573;0;21;7424;0;21;7416;6
278627;0;21;7424;0;21;7416;5
278680;0;21;7424;0;21;7416;5
278734;0;21;7424;0;21;7416;5
278789;0;21;7424;0;21;7416;5
278843;0;21;7424;0;21;7416;5
278897;0;21;7424;0;21;7416;5
278951;0;21;7424;0;21;7416;5
279006;0;21;7424;0;21;7416;5
279059;0;21;7424;0;21;7416;5
279113;0;21;7424;0;21;7416;5
279168;0;21;7424;0;21;7416;5
279222;0;21;7424;0;21;7416;5
279276;0;21;7424;0;21;7416;5
279332;0;21;7424;0;21;7416;5
279394;0;21;7424;0;21;7416;5
279451;0;21;7424;0;21;7416;5
279505;0;21;7424;0;21;7416;5
279560;0;21;7424;0;21;7416;5
279614;0;21;7424;0;21;7416;5
279668;0;21;7424;0;21;7416;5
279723;0;21;7424;0;21;7416;5
279777;0;21;7424;0;21;7416;5
279830;0;21;7424;0;21;7416;5
279884;0;21;7424;0;21;7416;5
279939;0;21;7424;0;21;7416;5
279993;0;21;7424;0;21;7416;5
280047;0;21;7424;0;21;7416;5
280101;0;21;7424;0;21;7416;6
280155;0;21;7424;0;21;7416;6
280209;0;21;7424;0;21;7416;5
280263;0;21;7424;0;21;7416;6
280321;0;21;7424;0;21;7416;5
280374;0;21;7424;0;21;7416;5
280428;0;21;7424;0;21;7416;5
280482;0;21;7424;0;21;7416;5
280537;0;21;7424;0;21;7416;5
280591;0;21;7424;0;21;7416;5
280645;0;21;7424;0;21;7416;5
280698;0;21;7424;0;21;7416;5
280753;0;21;7424;0;21;7416;5
280807;0;21;7424;0;21;7416;5
280861;0;21;7424;0;21;7416;5
280915;0;21;7424;0;21;7416;5
280970;0;21;7424;0;21;7416;5
281023;0;21;7424;0;21;7416;5
281077;0;21;7424;0;21;7416;5
281132;0;21;7424;0;21;7416;6
281186;0;21;7424;0;21;7416;5
281242;0;21;7424;0;21;7416;6
281296;0;21;7424;0;21;7416;6
281351;0;21;7424;0;21;7416;5
281405;0;21;7424;0;21;7416;5
281459;0;21;7424;0;21;7416;5
281513;0;21;7424;0;21;7416;5
281568;0;21;7424;0;21;7416;5
281621;0;21;7424;0;21;7416;5
281675;0;21;7424;0;21;7416;5
281730;0;21;7424;0;21;7416;5
281784;0;21;7424;0;21;7416;6
281838;0;21;7424;0;21;7416;5
281892;0;21;7424;0;21;7416;5
281946;0;21;7424;0;21;7416;5
282000;0;21;7424;0;21;7416;5
282054;0;21;7424;0;21;7416;5
282108;0;21;7424;0;21;7416;5
282165;0;21;7424;0;21;7416;5
282219;0;21;7424;0;21;7416;5
282273;0;21;7424;0;21;7416;5
282328;0;21;7424;0;21;7416;6
282382;0;21;7424;0;21;7416;5
282436;0;21;7424;0;21;7416;5
282489;0;21;7424;0;21;7416;5
282544;0;21;7424;0;21;7416;5
282598;0;21;7424;0;21;7416;5
282652;0;21;7424;0;21;7416;5
282706;0;21;7424;0;21;7416;5
282761;0;21;7424;0;21;7416;6
282814;0;21;7424;0;21;7416;5
282868;0;21;7424;0;21;7416;5
282923;0;21;7424;0;21;7416;6
282977;0;21;7424;0;21;7416;5
283031;0;21;7424;0;21;7416;6
283087;0;21;7424;0;21;7416;5
283142;0;21;7424;0;21;7416;5
283196;0;21;7424;0;21;7416;6
283250;0;21;7424;0;21;7416;5
283304;0;21;7424;0;21;7416;5
283358;0;21;7424;0;21;7416;5
283412;0;21;7424;0;21;7416;5
283466;0;21;7424;0;21;7416;5
283521;0;21;7424;0;21;7416;5
283575;0;21;7424;0;21;7416;5
283629;0;21;7424;0;21;7416;5
283682;0;21;7424;0;21;7416;5
283737;0;21;7424;0;21;7416;6
283791;0;21;7424;0;21;7416;5
283845;0;21;7424;0;21;7416;5
283899;0;21;7424;0;21;7416;5
283954;0;21;7424;0;21;7416;5
284010;0;21;7424;0;21;7416;5
284064;0;21;7424;0;21;7416;5
284119;0;21;7424;0;21;7416;5
284173;0;21;7424;0;21;7416;5
284226;0;21;7424;0;21;7416;5
284280;0;21;7424;0;21;7416;5
284335;0;21;7424;0;21;7416;5
284389;0;21;7424;0;21;7416;6
284443;0;21;7424;0;21;7416;5
284497;0;21;7424;0;21;7416;5
284551;0;21;7424;0;21;7416;5
284605;0;21;7424;0;21;7416;5
284659;0;21;7424;0;21;7416;5
284713;0;21;7424;0;21;7416;6
284768;0;21;7424;0;21;7416;6
284822;0;21;7424;0;21;7416;5
284884;0;21;7424;0;21;7416;6
284946;0;21;7424;0;21;7416;5
285000;0;21;7424;0;21;7416;5
285053;0;21;7424;0;21;7416;5
285108;0;21;7424;0;21;7416;5
285162;0;21;7424;0;21;7416;6
285216;0;21;7424;0;21;7416;5
285271;0;21;7424;0;21;7416;5
285325;0;21;7424;0;21;7416;5
285378;0;21;7424;0;21;7416;5
285432;0;21;7424;0;21;7416;6
285487;0;21;7424;0;21;7416;5
285541;0;21;7424;0;21;7416;5
285595;0;21;7424;0;21;7416;5
285649;0;21;7424;0;21;7416;5
285703;0;21;7424;0;21;7416;5
285757;0;21;7424;0;21;7416;5
285811;0;21;7424;0;21;7416;5
285868;0;21;7424;0;21;7416;5
285922;0;21;7424;0;21;7416;5
285976;0;21;7424;0;21;7416;5
286030;0;21;7424;0;21;7416;5
286085;0;21;7424;0;21;7408;6
286139;0;21;7424;0;21;7408;6
286192;0;21;7424;0;21;7416;5
286246;0;21;7424;0;21;7416;5
286301;0;21;7424;0;21;7416;5
286355;0;21;7424;0;21;7416;5
286409;0;21;7424;0;21;7416;5
286464;0;21;7424;0;21;7416;6
286517;0;21;7424;0;21;7416;6
286571;0;21;7424;0;21;7416;6
286625;0;21;7424;0;21;7416;5
286680;0;21;7424;0;21;7416;5
286734;0;21;7424;0;21;7416;5
286790;0;21;7424;0;21;7416;5
286844;0;21;7424;0;21;7416;5
286899;0;21;7424;0;21;7416;5
286953;0;21;7424;0;21;7416;6
287006;0;21;7424;0;21;7416;6
287060;0;21;7424;0;21;7416;5
287115;0;21;7424;0;21;7416;5
287169;0;21;7424;0;21;7416;5
287223;0;21;7424;0;21;7416;6
287278;0;21;7424;0;21;7416;6
287331;0;21;7424;0;21;7416;5
287385;0;21;7424;0;21;7416;5
287439;0;21;7424;0;21;7416;5
287494;0;21;7424;0;21;7416;5
287548;0;21;7424;0;21;7416;5
287602;0;21;7424;0;21;7416;5
287655;0;21;7424;0;21;7416;5
287713;0;21;7424;0;21;7416;5
287767;0;21;7424;0;21;7416;5
287821;0;21;7424;0;21;7416;5
287875;0;21;7424;0;21;7416;5
287929;0;21;7424;0;21;7416;5
287983;0;21;7424;0;21;7416;5
288037;0;21;7424;0;21;7416;5
288092;0;21;7424;0;21;7408;6
288146;0;21;7424;0;20;7408;6
288199;0;21;7424;0;21;7408;5
288253;0;21;7424;0;21;7408;5
288308;0;21;7424;0;21;7408;5
288362;0;21;7424;0;21;7416;6
288416;0;21;7424;0;21;7416;5
288471;0;21;7424;0;21;7416;5
288524;0;21;7424;0;21;7416;5
288578;0;21;7424;0;21;7416;5
288635;0;21;7424;0;21;7416;6
288690;0;21;7424;0;21;7416;5
288743;0;21;7424;0;21;7416;6
288797;0;21;7424;0;21;7416;5
288851;0;21;7424;0;21;7416;5
288906;0;21;7424;0;21;7416;5
288960;0;21;7424;0;21;7416;5
289014;0;21;7424;0;21;7416;5
289068;0;21;7424;0;21;7416;5
289122;0;21;7424;0;21;7416;6
289176;0;21;7424;0;21;7416;5
289230;0;21;7424;0;21;7416;5
289285;0;21;7424;0;21;7416;5
289339;0;21;7424;0;21;7416;5
289393;0;21;7424;0;21;7416;6
289446;0;21;7424;0;21;7416;5
289501;0;21;7424;0;21;7416;5
289558;0;21;7424;0;21;7416;5
289611;0;21;7424;0;21;7416;5
289666;0;21;7424;0;21;7416;5
289720;0;21;7424;0;21;7416;5
289774;0;21;7424;0;21;7416;5
289828;0;21;7424;0;21;7416;6
289883;0;21;7424;0;21;7416;5
289936;0;21;7424;0;21;7416;5
289990;0;21;7424;0;21;7416;5
290044;0;21;7424;0;21;7416;5
290099;0;21;7424;0;21;7416;6
290153;0;21;7424;0;21;7416;6
290207;0;21;7424;0;21;7416;5
290262;0;21;7424;0;21;7416;5
290315;0;21;7424;0;21;7416;5
290376;0;21;7424;0;21;7416;5
290435;0;21;7424;0;21;7416;6
290491;0;21;7424;0;21;7416;6
290545;0;21;7424;0;21;7416;5
290599;0;21;7424;0;21;7416;6
290654;0;21;7424;0;21;7416;5
290708;0;21;7424;0;21;7416;5
290762;0;21;7424;0;21;7416;5
290816;0;21;7424;0;21;7416;5
290870;0;21;7424;0;21;7416;5
290924;0;21;7424;0;21;7416;5
290978;0;21;7424;0;21;7416;5
291033;0;21;7424;0;21;7416;5
291087;0;21;7424;0;21;7416;5
291140;0;21;7424;0;21;7416;5
291194;0;21;7424;0;21;7416;5
291249;0;21;7424;0;21;7416;5
291303;0;21;7424;0;21;7416;5
291357;0;21;7424;0;21;7416;5
291414;0;21;7424;0;21;7416;5
291468;0;21;7424;0;21;7416;5
291522;0;21;7424;0;21;7416;5
291576;0;21;7424;0;21;7416;5
291631;0;21;7424;0;21;7416;5
291684;0;21;7424;0;21;7416;5
291738;0;21;7424;0;21;7416;5
291792;0;21;7424;0;21;7416;5
291847;0;21;7424;0;21;7416;5
291901;0;21;7424;0;21;7416;6
291955;0;21;7424;0;21;7416;6
292008;0;21;7424;0;21;7416;5
292063;0;21;7424;0;21;7416;5
292117;0;21;7424;0;21;7416;5
292171;0;21;7424;0;21;7416;5
292226;0;21;7424;0;21;7416;6
292280;0;21;7424;0;21;7416;5
292336;0;21;7424;0;21;7416;6
292390;0;21;7424;0;21;7416;5
292445;0;21;7424;0;21;7416;5
292499;0;21;7424;0;21;7416;6
292552;0;21;7424;0;21;7416;6
292606;0;21;7424;0;21;7416;5
292661;0;21;7424;0;21;7416;5
292715;0;21;7424;0;21;7416;5
292769;0;21;7424;0;21;7416;5
292824;0;21;7424;0;21;7416;5
292877;0;21;7424;0;21;7416;6
292931;0;21;7424;0;21;7416;5
292985;0;21;7424;0;21;7416;5
293040;0;21;7424;0;21;7416;5
293094;0;21;7424;0;21;7416;5
293148;0;21;7424;0;21;7416;5
293202;0;21;7424;0;21;7416;5
293259;0;21;7424;0;21;7416;5
293313;0;21;7424;0;21;7416;5
293366;0;21;7424;0;21;7416;5
293421;0;21;7424;0;21;7416;5
293475;0;21;7424;0;21;7416;5
293529;0;21;7424;0;21;7416;5
293583;0;21;7424;0;21;7416;5
293638;0;21;7424;0;21;7416;5
293692;0;21;7424;0;21;7416;5
293745;0;21;7424;0;21;7416;5
293799;0;21;7424;0;21;7416;5
293854;0;21;7424;0;21;7416;5
293908;0;21;7424;0;21;7416;5
293962;0;21;7424;0;21;7416;5
294017;0;21;7424;0;21;7416;5
294070;0;21;7424;0;21;7416;5
294124;0;21;7424;0;21;7416;5
294178;0;21;7424;0;21;7416;5
294235;0;21;7424;0;21;7416;5
294289;0;21;7424;0;21;7416;5
294343;0;21;7424;0;21;7416;5
294397;0;21;7424;0;21;7416;5
294452;0;21;7424;0;21;7416;5
294505;0;21;7424;0;21;7416;5
294559;0;21;7424;0;21;7416;5
294614;0;21;7424;0;21;7416;5
294668;0;21;7424;0;21;7416;5
294722;0;21;7424;0;21;7416;5
294776;0;21;7424;0;21;7416;5
294830;0;21;7424;0;21;7416;5
294884;0;21;7424;0;21;7416;5
294938;0;21;7424;0;21;7416;5
294992;0;21;7424;0;21;7416;5
295047;0;21;7424;0;21;7416;5
295101;0;21;7424;0;21;7416;5
295157;0;21;7424;0;21;7416;5
295212;0;21;7424;0;21;7416;5
295266;0;21;7424;0;21;7416;5
295320;0;21;7424;0;21;7416;5
295373;0;21;7424;0;21;7416;5
295428;0;21;7424;0;21;7416;5
295482;0;21;7424;0;21;7416;5
295536;0;21;7424;0;21;7416;5
295590;0;21;7424;0;21;7416;5
295645;0;21;7424;0;21;7416;5
295698;0;21;7424;0;21;7416;5
295752;0;21;7424;0;21;7416;6
295806;0;21;7424;0;21;7416;5
295868;0;21;7424;0;21;7416;5
295926;0;21;7424;0;21;7416;5
295981;0;21;7424;0;21;7416;5
296034;0;21;7424;0;21;7416;5
296091;0;21;7424;0;21;7416;5
296145;0;21;7424;0;21;7416;5
296200;0;21;7424;0;21;7416;5
296253;0;21;7424;0;21;7416;5
296307;0;21;7424;0;21;7416;5
296361;0;21;7424;0;21;7416;5
296416;0;21;7424;0;21;7416;5
296470;0;21;7424;0;21;7416;5
296524;0;21;7424;0;21;7416;5
296578;0;21;7424;0;21;7416;5
296632;0;21;7424;0;21;7416;5
296686;0;21;7424;0;21;7416;5
296740;0;21;7424;0;21;7416;5
296795;0;21;7424;0;21;7416;5
296849;0;21;7424;0;21;7416;5
296902;0;21;7424;0;21;7416;6
296956;0;21;7424;0;21;7416;6
297014;0;21;7424;0;21;7416;5
297068;0;21;7424;0;21;7416;5
297121;0;21;7424;0;21;7416;5
297176;0;21;7424;0;21;7416;5
297230;0;21;7424;0;21;7416;5
297284;0;21;7424;0;21;7416;5
297338;0;21;7424;0;21;7416;5
297393;0;21;7424;0;21;7416;5
297446;0;21;7424;0;21;7416;5
297500;0;21;7424;0;21;7416;5
297554;0;21;7424;0;21;7416;5
297609;0;21;7424;0;21;7416;5
297663;0;21;7424;0;21;7416;5
297717;0;21;7424;0;21;7416;5
297771;0;21;7424;0;21;7416;5
297825;0;21;7424;0;21;7416;6
297879;0;21;7424;0;21;7416;6
297936;0;21;7424;0;21;7416;6
297990;0;21;7424;0;21;7416;6
298044;0;21;7424;0;21;7416;5
298098;0;21;7424;0;21;7416;5
298152;0;21;7424;0;21;7416;6
298207;0;21;7424;0;21;7416;5
298261;0;21;7424;0;21;7416;5
298314;0;21;7424;0;21;7416;6
298369;0;21;7424;0;21;7416;6
298423;0;21;7424;0;21;7416;5
298477;0;21;7424;0;21;7416;6
298531;0;21;7424;0;21;7416;6
298586;0;21;7424;0;21;7416;5
298640;0;21;7424;0;21;7416;5
298693;0;21;7424;0;21;7416;5
298747;0;21;7424;0;21;7416;5
298802;0;21;7424;0;21;7416;5
298858;0;21;7424;0;21;7416;5
298912;0;21;7424;0;21;7416;5
298967;0;21;7424;0;21;7416;6
299021;0;21;7424;0;21;7416;5
299075;0;21;7424;0;21;7416;6
299129;0;21;7424;0;21;7416;5
299184;0;21;7424;0;21;7416;5
299237;0;21;7424;0;21;7416;5
299291;0;21;7424;0;21;7416;5
299345;0;21;7424;0;21;7416;5
299400;0;21;7424;0;21;7416;6
299454;0;21;7424;0;21;7416;5
299508;0;21;7424;0;21;7416;5
299561;0;21;7424;0;21;7416;5
299616;0;21;7424;0;21;7416;5
299670;0;21;7424;0;21;7416;5
299724;0;21;7424;0;21;7416;5
299781;0;21;7424;0;21;7416;5
299835;0;21;7424;0;21;7416;5
299889;0;21;7424;0;21;7416;5
299943;0;21;7424;0;21;7416;5
299998;0;21;7424;0;21;7416;5
300052;0;21;7424;0;21;7416;5
300105;0;21;7424;0;21;7416;5
300160;0;21;7424;0;21;7416;5
300214;0;21;7424;0;21;7416;5
300268;0;21;7424;0;21;7416;5
300322;0;21;7424;0;21;7416;5
300377;0;21;7424;0;21;7416;5
300430;0;21;7424;0;21;7416;5
300484;0;21;7424;0;21;7416;5
300538;0;21;7424;0;21;7416;5
300593;0;21;7424;0;21;7416;5
300647;0;21;7424;0;21;7416;5
300703;0;21;7424;0;21;7416;5
300758;0;21;7424;0;21;7416;5
300812;0;21;7424;0;21;7416;5
300866;0;21;7424;0;21;7416;5
300920;0;21;7424;0;21;7416;5
300974;0;21;7424;0;21;7416;5
301028;0;21;7424;0;21;7416;5
301082;0;21;7424;0;21;7416;5
301136;0;21;7424;0;21;7416;5
301191;0;21;7424;0;21;7416;5
301245;0;21;7424;0;21;7416;5
301298;0;21;7424;0;21;7416;5
301360;0;21;7424;0;21;7416;5
301418;0;21;7424;0;21;7416;5
301472;0;21;7424;0;21;7416;5
301526;0;21;7424;0;21;7416;5
301580;0;21;7424;0;21;7416;5
301637;0;21;7424;0;21;7416;6
301690;0;21;7424;0;21;7416;5
301745;0;21;7424;0;21;7416;6
301799;0;21;7424;0;21;7416;5
301853;0;21;7424;0;21;7416;5
301907;0;21;7424;0;21;7416;5
301962;0;21;7424;0;21;7416;5
302015;0;21;7424;0;21;7416;5
302069;0;21;7424;0;21;7416;6
302124;0;21;7424;0;21;7416;5
302178;0;21;7424;0;21;7416;5
302232;0;21;7424;0;21;7416;5
302286;0;21;7424;0;21;7416;5
302341;0;21;7424;0;21;7416;5
302394;0;21;7424;0;21;7416;5
302448;0;21;7424;0;21;7416;5
302502;0;21;7424;0;21;7416;5
302560;0;21;7424;0;21;7416;5
302613;0;21;7424;0;21;7416;6
302667;0;21;7424;0;21;7416;5
302722;0;21;7424;0;21;7416;5
302776;0;21;7424;0;21;7416;5
302830;0;21;7424;0;21;7416;5
302884;0;21;7424;0;21;7416;5
302938;0;21;7424;0;21;7416;5
302992;0;21;7424;0;21;7416;5
303046;0;21;7424;0;21;7416;5
303100;0;21;7424;0;21;7416;5
303155;0;21;7424;0;21;7416;5
303209;0;21;7424;0;21;7416;5
303262;0;21;7424;0;21;7416;5
303316;0;21;7424;0;21;7416;6
303371;0;21;7424;0;21;7416;5
303425;0;21;7424;0;21;7416;5
303481;0;21;7424;0;21;7416;5
303536;0;21;7424;0;21;7416;5
303590;0;21;7424;0;21;7416;5
303644;0;21;7424;0;21;7416;5
303698;0;21;7424;0;21;7416;6
303753;0;21;7424;0;21;7416;5
303806;0;21;7424;0;21;7416;6
303860;0;21;7424;0;21;7416;5
303915;0;21;7424;0;21;7416;5
303969;0;21;7424;0;21;7416;5
304023;0;21;7424;0;21;7416;5
304077;0;21;7424;0;21;7416;5
304132;0;21;7424;0;21;7416;6
304185;0;21;7424;0;21;7416;5
304239;0;21;7424;0;21;7416;5
304293;0;21;7424;0;21;7416;5
304348;0;21;7424;0;21;7416;5
304404;0;21;7424;0;21;7416;5
304458;0;21;7424;0;21;7416;5
304513;0;21;7424;0;21;7416;5
304567;0;21;7424;0;21;7416;6
304621;0;21;7424;0;21;7416;5
304675;0;21;7424;0;21;7416;5
304729;0;21;7424;0;21;7416;5
304783;0;21;7424;0;21;7416;5
304837;0;21;7424;0;21;7416;5
304891;0;21;7424;0;21;7416;5
304946;0;21;7424;0;21;7416;6
305000;0;21;7424;0;21;7416;5
305053;0;21;7424;0;21;7416;5
305107;0;21;7424;0;21;7416;5
305162;0;21;7424;0;21;7416;5
305216;0;21;7424;0;21;7416;5
305270;0;21;7424;0;21;7416;5
305327;0;21;7424;0;21;7416;5
305381;0;21;7424;0;21;7416;5
305435;0;21;7424;0;21;7416;5
305489;0;21;7424;0;21;7416;5
305544;0;21;7424;0;21;7416;5
305597;0;21;7424;0;21;7416;6
305651;0;21;7424;0;21;7416;5
305705;0;21;7424;0;21;7416;5
305760;0;21;7424;0;21;7416;5
305814;0;21;7424;0;21;7416;5
305868;0;21;7424;0;21;7416;5
305922;0;21;7424;0;21;7416;5
