Time[ms];pwmL[us];curL[mA];volL[mV];pwmR[us];curR[mA];volR[mV];strini[uint10]
527716;0;20;7424;0;21;7416;5
527770;0;20;7424;0;21;7416;5
527824;0;20;7424;0;21;7416;5
527879;0;20;7424;0;21;7416;5
527932;0;20;7424;0;21;7416;5
527986;0;20;7424;0;21;7416;5
528044;0;20;7424;0;21;7416;5
528098;0;20;7424;0;21;7416;5
528151;0;20;7424;0;21;7416;5
528205;0;20;7424;0;21;7416;5
528260;0;20;7424;0;21;7416;5
528314;0;20;7424;0;21;7416;5
528368;0;20;7424;0;21;7416;5
528422;0;20;7424;0;21;7416;5
528477;0;20;7424;0;21;7416;5
528530;0;20;7424;0;21;7416;5
528584;0;20;7424;0;21;7416;5
528638;0;20;7424;0;21;7416;5
528693;0;20;7424;0;21;7416;5
528747;0;20;7424;0;21;7416;5
528801;0;20;7424;0;21;7416;5
528855;0;20;7424;0;21;7416;5
528909;0;20;7424;0;21;7416;5
528966;0;20;7424;0;21;7416;5
529020;0;20;7424;0;21;7416;5
529074;0;20;7424;0;21;7416;5
529128;0;20;7424;0;21;7416;5
529182;0;20;7424;0;21;7416;5
529236;0;20;7424;0;21;7416;5
529291;0;20;7424;0;21;7416;5
529345;0;20;7424;0;21;7416;5
529399;0;20;7424;0;21;7416;5
529453;0;20;7424;0;21;7416;5
529507;0;20;7424;0;21;7416;5
529561;0;20;7424;0;21;7416;5
529615;0;20;7424;0;21;7416;5
529670;0;20;7424;0;21;7416;5
529724;0;20;7424;0;21;7416;5
529777;0;20;7424;0;21;7416;5
529831;0;20;7424;0;21;7416;5
529889;0;20;7424;0;21;7416;5
529943;0;20;7424;0;21;7416;5
529996;0;20;7424;0;21;7416;5
530051;0;20;7424;0;21;7416;5
530105;0;20;7424;0;21;7416;5
530159;0;20;7424;0;21;7416;5
530213;0;20;7424;0;21;7416;5
530268;0;20;7424;0;21;7416;5
530321;0;20;7424;0;21;7416;5
530375;0;20;7424;0;21;7416;5
530429;0;20;7424;0;21;7416;5
530484;0;20;7424;0;21;7416;5
530538;0;20;7424;0;21;7416;5
530592;0;20;7424;0;21;7416;5
530647;0;20;7424;0;21;7416;5
530700;0;20;7424;0;21;7416;5
530754;0;20;7424;0;21;7416;5
530810;0;20;7424;0;21;7416;5
530865;0;20;7424;0;21;7416;5
530919;0;20;7424;0;21;7416;5
530973;0;20;7424;0;21;7416;5
531027;0;20;7424;0;21;7416;5
531082;0;20;7424;0;21;7416;5
531136;0;20;7424;0;21;7416;5
531189;0;20;7424;0;21;7416;5
531244;0;20;7424;0;21;7416;5
531298;0;20;7424;0;21;7416;5
531352;0;20;7424;0;21;7416;5
531406;0;20;7424;0;21;7416;5
531461;0;20;7424;0;21;7416;5
531515;0;20;7424;0;21;7416;5
531568;0;20;7424;0;21;7416;5
531622;0;20;7424;0;21;7416;5
531677;0;20;7424;0;21;7416;5
531734;0;20;7424;0;21;7416;5
531787;0;20;7424;0;21;7416;5
531849;0;20;7424;0;21;7416;5
531907;0;20;7424;0;21;7416;5
531961;0;20;7424;0;21;7416;5
532016;0;20;7424;0;21;7416;5
532069;0;20;7424;0;21;7416;5
532123;0;20;7424;0;21;7416;5
532177;0;20;7424;0;21;7416;5
532232;0;20;7424;0;21;7416;5
532286;0;20;7424;0;21;7416;5
532340;0;20;7424;0;21;7416;5
532395;0;20;7424;0;21;7416;5
532448;0;20;7424;0;21;7416;5
532502;0;20;7424;0;21;7416;5
532556;0;20;7424;0;21;7416;5
532611;0;20;7424;0;21;7416;5
532667;0;20;7424;0;21;7416;5
532721;0;20;7424;0;21;7416;5
532775;0;20;7424;0;21;7416;5
532830;0;20;7424;0;21;7416;5
532884;0;20;7424;0;21;7416;5
532938;0;20;7424;0;21;7416;5
532993;0;20;7424;0;21;7416;5
533046;0;20;7424;0;21;7416;5
533100;0;20;7424;0;21;7416;5
533154;0;20;7424;0;21;7416;5
533209;0;20;7424;0;21;7416;5
533263;0;20;7424;0;21;7416;5
533317;0;20;7424;0;21;7416;5
533370;0;20;7424;0;21;7416;5
533425;0;20;7424;0;21;7416;5
533479;0;20;7424;0;21;7416;5
533533;0;20;7424;0;21;7416;5
533590;0;20;7424;0;21;7416;5
533644;0;20;7424;0;21;7416;5
533698;0;20;7424;0;21;7416;5
533752;0;20;7424;0;21;7416;5
533807;0;20;7424;0;21;7416;5
533861;0;20;7424;0;21;7416;5
533915;0;20;7424;0;21;7416;5
533968;0;20;7424;0;21;7416;5
534023;0;20;7424;0;21;7416;5
534077;0;20;7424;0;21;7416;5
534131;0;20;7424;0;21;7416;5
534185;0;20;7424;0;21;7416;5
534240;0;20;7424;0;21;7416;5
534294;0;20;7424;0;21;7416;5
534347;0;20;7424;0;21;7416;5
534402;0;20;7424;0;21;7416;5
534456;0;20;7424;0;21;7416;5
534513;0;20;7424;0;21;7416;5
534566;0;20;7424;0;21;7416;5
534621;0;20;7424;0;21;7416;5
534675;0;20;7424;0;21;7416;5
534729;0;20;7424;0;21;7416;5
534784;0;20;7424;0;21;7416;5
534838;0;20;7424;0;21;7416;5
534891;0;20;7424;0;21;7416;5
534945;0;20;7424;0;21;7416;5
535000;0;20;7424;0;21;7416;5
535054;0;20;7424;0;21;7416;5
535108;0;20;7424;0;21;7416;5
535162;0;20;7424;0;21;7416;5
535217;0;20;7424;0;21;7416;5
535270;0;20;7424;0;21;7416;5
535324;0;20;7424;0;21;7416;5
535378;0;20;7424;0;21;7416;5
535436;0;20;7424;0;21;7416;5
535489;0;20;7424;0;21;7416;5
535543;0;20;7424;0;21;7416;5
535598;0;20;7424;0;21;7416;5
535652;0;20;7424;0;21;7416;5
535706;0;20;7424;0;21;7416;5
535760;0;20;7424;0;21;7416;5
535815;0;20;7424;0;21;7416;5
535868;0;20;7424;0;21;7416;5
535922;0;20;7424;0;21;7416;5
535976;0;20;7424;0;21;7416;5
536031;0;20;7424;0;21;7416;5
536085;0;20;7424;0;21;7416;5
536139;0;20;7424;0;21;7416;5
536193;0;20;7424;0;21;7416;5
536247;0;20;7424;0;21;7416;5
536301;0;20;7424;0;21;7416;5
536358;0;20;7424;0;21;7416;5
536412;0;20;7424;0;21;7416;5
536466;0;20;7424;0;21;7416;5
536520;0;20;7424;0;21;7416;5
536574;0;20;7424;0;21;7416;5
536629;0;20;7424;0;21;7416;5
536683;0;20;7424;0;21;7416;5
536737;0;20;7424;0;21;7416;5
536791;0;20;7424;0;21;7416;5
536845;0;20;7424;0;21;7416;5
536899;0;20;7424;0;21;7416;5
536953;0;20;7424;0;21;7416;5
537008;0;20;7424;0;21;7416;5
537062;0;20;7424;0;21;7416;5
537115;0;20;7424;0;21;7416;5
537169;0;20;7424;0;21;7416;5
537224;0;20;7424;0;21;7416;5
537278;0;20;7424;0;21;7416;5
537341;0;20;7424;0;21;7416;5
537400;0;20;7424;0;21;7416;5
537454;0;20;7424;0;21;7416;5
537508;0;20;7424;0;21;7416;5
537562;0;20;7424;0;21;7416;5
537616;0;20;7424;0;21;7416;5
537670;0;20;7424;0;21;7416;5
537724;0;20;7424;0;21;7416;5
537779;0;20;7424;0;21;7416;5
537833;0;20;7424;0;21;7416;5
537886;0;20;7424;0;21;7416;5
537940;0;20;7424;0;21;7416;5
537995;0;20;7424;0;21;7416;5
538049;0;20;7424;0;21;7416;5
538103;0;20;7424;0;21;7416;5
538158;0;20;7424;0;21;7416;5
538212;0;20;7424;0;21;7416;5
538268;0;20;7424;0;21;7416;5
538322;0;20;7424;0;21;7416;5
538377;0;20;7424;0;21;7416;5
538430;0;20;7424;0;21;7416;5
538484;0;20;7424;0;21;7416;5
538539;0;20;7424;0;21;7416;5
538593;0;20;7424;0;21;7416;5
538647;0;20;7424;0;21;7416;5
538701;0;20;7424;0;21;7416;5
538756;0;20;7424;0;21;7416;5
538809;0;20;7424;0;21;7416;5
538863;0;20;7424;0;21;7416;5
538917;0;20;7424;0;21;7416;5
538972;0;20;7424;0;21;7416;5
539026;0;20;7424;0;21;7416;5
539080;0;20;7424;0;21;7416;5
539133;0;20;7424;0;21;7416;5
539191;0;20;7424;0;21;7416;5
539245;0;20;7424;0;21;7416;5
539299;0;20;7424;0;21;7416;5
539353;0;20;7424;0;21;7416;5
539407;0;20;7424;0;21;7416;5
539461;0;20;7424;0;21;7416;5
539515;0;20;7424;0;21;7416;5
539570;0;20;7424;0;21;7416;5
539624;0;20;7424;0;21;7416;5
539678;0;20;7424;0;21;7416;5
539731;0;20;7424;0;21;7416;5
539786;0;20;7424;0;21;7416;5
539840;0;20;7424;0;21;7416;5
539894;0;20;7424;0;21;7416;5
539949;0;20;7424;0;21;7416;5
540003;0;20;7424;0;21;7416;5
540056;0;20;7424;0;21;7416;5
540113;0;20;7424;0;21;7416;5
540168;0;20;7424;0;21;7416;5
540222;0;20;7424;0;21;7416;5
540275;0;20;7424;0;21;7416;5
540329;0;20;7424;0;21;7416;5
540384;0;20;7424;0;21;7416;5
540438;0;20;7424;0;21;7416;5
540492;0;20;7424;0;21;7416;5
540547;0;20;7424;0;21;7416;5
540601;0;20;7424;0;21;7416;5
540654;0;20;7424;0;21;7416;5
540708;0;20;7424;0;21;7416;5
540763;0;20;7424;0;21;7416;5
540817;0;20;7424;0;21;7416;5
540871;0;20;7424;0;21;7416;5
540925;0;20;7424;0;21;7416;5
540980;0;20;7424;0;21;7416;5
541036;0;20;7424;0;21;7416;5
541090;0;20;7424;0;21;7416;5
541145;0;20;7424;0;21;7416;5
541199;0;20;7424;0;21;7416;5
541252;0;20;7424;0;21;7416;5
541306;0;20;7424;0;21;7416;5
541361;0;20;7424;0;21;7416;5
541415;0;20;7424;0;21;7416;5
541469;0;20;7424;0;21;7416;5
541523;0;20;7424;0;21;7416;5
541577;0;20;7424;0;21;7416;5
541631;0;20;7424;0;21;7416;5
541685;0;20;7424;0;21;7416;5
541740;0;20;7424;0;21;7416;5
541794;0;20;7424;0;21;7416;5
541848;0;20;7424;0;21;7416;5
541902;0;20;7424;0;21;7416;5
541959;0;20;7424;0;21;7416;5
542013;0;20;7424;0;21;7416;5
542067;0;20;7424;0;21;7416;5
542121;0;20;7424;0;21;7416;5
542175;0;20;7424;0;21;7416;5
542229;0;20;7424;0;21;7416;5
542283;0;20;7424;0;21;7416;5
542338;0;20;7424;0;21;7416;5
542392;0;20;7424;0;21;7416;5
542446;0;20;7424;0;21;7416;5
542500;0;20;7424;0;21;7416;5
542554;0;20;7424;0;21;7416;5
542608;0;20;7424;0;21;7416;5
542662;0;20;7424;0;21;7416;5
542716;0;20;7424;0;21;7416;5
542771;0;20;7424;0;21;7416;5
542832;0;20;7424;0;21;7416;5
542893;0;20;7424;0;21;7416;5
542947;0;20;7424;0;21;7416;5
543001;0;20;7424;0;21;7416;5
543054;0;20;7424;0;21;7416;5
543109;0;20;7424;0;21;7416;5
543163;0;20;7424;0;21;7416;5
543217;0;20;7424;0;21;7416;5
543271;0;20;7424;0;21;7416;5
543326;0;20;7424;0;21;7416;5
543380;0;20;7424;0;21;7416;5
543433;0;20;7424;0;21;7416;5
543488;0;20;7424;0;21;7416;5
543542;0;20;7424;0;21;7416;5
543596;0;20;7424;0;21;7416;5
543650;0;20;7424;0;21;7416;5
543705;0;20;7424;0;21;7416;5
543759;0;20;7424;0;21;7416;5
543815;0;20;7424;0;21;7416;5
543869;0;20;7424;0;21;7416;5
543924;0;20;7424;0;21;7416;5
543978;0;20;7424;0;21;7416;5
544031;0;20;7424;0;21;7416;5
544086;0;20;7424;0;21;7416;5
544140;0;20;7424;0;21;7416;5
544194;0;20;7424;0;21;7416;5
544248;0;20;7424;0;21;7416;5
544303;0;20;7424;0;21;7416;5
544356;0;20;7424;0;21;7416;5
544410;0;20;7424;0;21;7416;5
544464;0;20;7424;0;21;7416;5
544519;0;20;7424;0;21;7416;5
544573;0;20;7424;0;21;7416;5
544627;0;20;7424;0;21;7416;5
544681;0;20;7424;0;21;7416;5
544738;0;20;7424;0;21;7416;5
544792;0;20;7424;0;21;7416;5
544846;0;20;7424;0;21;7416;5
544900;0;20;7424;0;21;7416;5
544954;0;20;7424;0;21;7416;5
545008;0;20;7424;0;21;7416;5
545062;0;20;7424;0;21;7416;5
545117;0;20;7424;0;21;7416;5
545171;0;20;7424;0;21;7416;5
545225;0;20;7424;0;21;7416;5
545278;0;20;7424;0;21;7416;5
545333;0;20;7424;0;21;7416;5
545387;0;20;7424;0;21;7416;5
545441;0;20;7424;0;21;7416;5
545496;0;20;7424;0;21;7416;5
545550;0;20;7424;0;21;7416;5
545604;0;20;7424;0;21;7416;5
545660;0;20;7424;0;21;7416;5
545715;0;20;7424;0;21;7416;5
545768;0;20;7424;0;21;7416;5
545822;0;20;7424;0;21;7416;5
545876;0;20;7424;0;21;7416;5
545931;0;20;7424;0;21;7416;5
545985;0;20;7424;0;21;7416;5
546039;0;20;7424;0;21;7416;5
546094;0;20;7424;0;21;7416;5
546147;0;20;7424;0;21;7416;5
546201;0;20;7424;0;21;7416;5
546255;0;20;7424;0;21;7416;5
546310;0;20;7424;0;21;7416;5
546364;0;20;7424;0;21;7416;5
546418;0;20;7424;0;21;7416;5
546471;0;20;7424;0;21;7416;5
546526;0;20;7424;0;21;7416;5
546585;0;20;7424;0;21;7416;5
546638;0;20;7424;0;21;7416;5
546693;0;20;7424;0;21;7416;5
546747;0;20;7424;0;21;7416;5
546801;0;20;7424;0;21;7416;5
546855;0;20;7424;0;21;7416;5
546910;0;20;7424;0;21;7416;5
546963;0;20;7424;0;21;7416;5
547017;0;20;7424;0;21;7416;5
547072;0;20;7424;0;21;7416;5
547126;0;20;7424;0;21;7416;5
547180;0;20;7424;0;21;7416;5
547234;0;20;7424;0;21;7416;5
547289;0;20;7424;0;21;7416;5
547342;0;20;7424;0;21;7416;5
547396;0;20;7424;0;21;7416;5
547450;0;20;7424;0;21;7416;5
547508;0;20;7424;0;21;7416;5
547561;0;20;7424;0;21;7416;5
547615;0;20;7424;0;21;7416;5
547670;0;20;7424;0;21;7416;5
547724;0;20;7424;0;21;7416;5
547778;0;20;7424;0;21;7416;5
547832;0;20;7424;0;21;7416;5
547887;0;20;7424;0;21;7416;5
547940;0;20;7424;0;21;7416;5
547994;0;20;7424;0;21;7416;5
548048;0;20;7424;0;21;7416;5
548103;0;20;7424;0;21;7416;5
548157;0;20;7424;0;21;7416;5
548211;0;20;7424;0;21;7416;5
548264;0;20;7424;0;21;7416;5
548326;0;20;7424;0;21;7416;5
548384;0;20;7424;0;21;7416;5
548441;0;20;7424;0;21;7416;5
548495;0;20;7424;0;21;7416;5
548549;0;20;7424;0;21;7416;5
548603;0;20;7424;0;21;7416;5
548658;0;20;7424;0;21;7416;5
548712;0;20;7424;0;21;7416;5
548766;0;20;7424;0;21;7416;5
548819;0;20;7424;0;21;7416;5
548874;0;20;7424;0;21;7416;5
548928;0;20;7424;0;21;7416;5
548982;0;20;7424;0;21;7416;5
549037;0;20;7424;0;21;7416;5
549091;0;20;7424;0;21;7416;5
549144;0;20;7424;0;21;7416;5
549198;0;20;7424;0;21;7416;5
549253;0;20;7424;0;21;7416;5
549307;0;20;7424;0;21;7416;5
549364;0;20;7424;0;21;7416;5
549417;0;20;7424;0;21;7416;5
549472;0;20;7424;0;21;7416;5
549526;0;20;7424;0;21;7416;5
549580;0;20;7424;0;21;7416;5
549635;0;20;7424;0;21;7416;5
549689;0;20;7424;0;21;7416;5
549742;0;20;7424;0;21;7416;5
549796;0;20;7424;0;21;7416;5
549851;0;20;7424;0;21;7416;5
549905;0;20;7424;0;21;7416;5
549959;0;20;7424;0;21;7416;5
550013;0;20;7424;0;21;7416;5
550068;0;20;7424;0;21;7416;5
550121;0;20;7424;0;21;7416;5
550175;0;20;7424;0;21;7416;5
550230;0;20;7424;0;21;7416;5
550287;0;20;7424;0;21;7416;5
550340;0;20;7424;0;21;7416;5
550394;0;20;7424;0;21;7416;5
550449;0;20;7424;0;21;7416;5
550503;0;20;7424;0;21;7416;5
550557;0;20;7424;0;21;7416;5
550611;0;20;7424;0;21;7416;5
550666;0;20;7424;0;21;7416;5
550719;0;20;7424;0;21;7416;5
550773;0;20;7424;0;21;7416;5
550828;0;20;7424;0;21;7416;5
550882;0;20;7424;0;21;7416;5
550936;0;20;7424;0;21;7416;5
550990;0;20;7424;0;21;7416;5
551044;0;20;7424;0;21;7416;5
551098;0;20;7424;0;21;7416;4
551152;0;20;7424;0;21;7416;5
551206;0;20;7424;0;21;7416;5
551264;0;20;7424;0;21;7416;5
551317;0;20;7424;0;21;7416;5
551371;0;20;7424;0;21;7416;5
551426;0;20;7424;0;21;7416;5
551480;0;20;7424;0;21;7416;5
551534;0;20;7424;0;21;7416;5
551588;0;20;7424;0;21;7416;5
551642;0;20;7424;0;21;7416;5
551696;0;20;7424;0;21;7416;5
551750;0;20;7424;0;21;7416;5
551804;0;20;7424;0;21;7416;5
551859;0;20;7424;0;21;7416;5
551913;0;20;7424;0;21;7416;5
551967;0;20;7424;0;21;7416;5
552020;0;20;7424;0;21;7416;5
552075;0;20;7424;0;21;7416;5
552129;0;20;7424;0;21;7416;5
552194;0;20;7424;0;21;7416;5
552248;0;20;7424;0;21;7416;5
552301;0;20;7424;0;21;7416;5
552355;0;20;7424;0;21;7416;5
552410;0;20;7424;0;21;7416;5
552464;0;20;7424;0;21;7416;5
552518;0;20;7424;0;21;7416;5
552572;0;20;7424;0;21;7416;5
552627;0;20;7424;0;21;7416;5
552680;0;20;7424;0;21;7416;5
552734;0;20;7424;0;21;7416;5
552788;0;20;7424;0;21;7416;5
552843;0;20;7424;0;21;7416;5
552897;0;20;7424;0;21;7416;5
552951;0;20;7424;0;21;7416;5
553006;0;20;7424;0;21;7416;5
553059;0;20;7424;0;21;7416;5
553116;0;20;7424;0;21;7416;5
553169;0;20;7424;0;21;7416;5
553224;0;20;7424;0;21;7416;5
553278;0;20;7424;0;21;7416;5
553332;0;20;7424;0;21;7416;5
553387;0;20;7424;0;21;7416;5
553441;0;20;7424;0;21;7416;5
553495;0;20;7424;0;21;7416;5
553548;0;20;7424;0;21;7416;5
553603;0;20;7424;0;21;7416;5
553657;0;20;7424;0;21;7416;5
553711;0;20;7424;0;21;7416;5
553765;0;20;7424;0;21;7416;5
553827;0;20;7424;0;21;7416;5
553884;0;20;7424;0;21;7416;5
553938;0;20;7424;0;21;7416;5
553993;0;20;7424;0;21;7416;5
554049;0;20;7424;0;21;7416;5
554103;0;20;7424;0;21;7416;5
554158;0;20;7424;0;21;7416;5
554212;0;20;7424;0;21;7416;5
554266;0;20;7424;0;21;7416;5
554320;0;20;7424;0;21;7416;5
554375;0;20;7424;0;21;7416;5
554428;0;20;7424;0;21;7416;5
554482;0;20;7424;0;21;7416;5
554536;0;20;7424;0;21;7416;5
554591;0;20;7424;0;21;7416;5
554645;0;20;7424;0;21;7416;5
554699;0;20;7424;0;21;7416;5
554754;0;20;7424;0;21;7416;5
554807;0;20;7424;0;21;7416;5
554861;0;20;7424;0;21;7416;5
554915;0;20;7424;0;21;7416;5
554973;0;20;7424;0;21;7416;5
555026;0;20;7424;0;21;7416;5
555080;0;20;7424;0;21;7416;5
555134;0;20;7424;0;21;7416;5
555189;0;20;7424;0;21;7416;5
555243;0;20;7424;0;21;7416;5
555297;0;20;7424;0;21;7416;5
555351;0;20;7424;0;21;7416;5
555405;0;20;7424;0;21;7416;5
555459;0;20;7424;0;21;7416;5
555513;0;20;7424;0;21;7416;5
555568;0;20;7424;0;21;7416;5
555622;0;20;7424;0;21;7416;5
555676;0;20;7424;0;21;7416;5
555729;0;20;7424;0;21;7416;5
555784;0;20;7424;0;21;7416;5
555838;0;20;7424;0;21;7416;5
555895;0;20;7424;0;21;7416;5
555949;0;20;7424;0;21;7416;5
556003;0;20;7424;0;21;7416;5
556057;0;20;7424;0;21;7416;5
556111;0;20;7424;0;21;7416;5
556166;0;20;7424;0;21;7416;5
556220;0;20;7424;0;21;7416;5
556274;0;20;7424;0;21;7416;5
556327;0;20;7424;0;21;7416;5
556382;0;20;7424;0;21;7416;5
556436;0;20;7424;0;21;7416;5
556490;0;20;7424;0;21;7416;5
556545;0;20;7424;0;21;7416;5
556599;0;20;7424;0;21;7416;5
556653;0;20;7424;0;21;7416;5
556706;0;20;7424;0;21;7416;5
556761;0;20;7424;0;21;7416;5
556818;0;20;7424;0;21;7416;5
556872;0;20;7424;0;21;7416;5
556925;0;20;7424;0;21;7416;5
556980;0;20;7424;0;21;7416;5
557034;0;20;7424;0;21;7416;5
557088;0;20;7424;0;21;7416;5
557143;0;20;7424;0;21;7416;5
557197;0;20;7424;0;21;7416;5
557250;0;20;7424;0;21;7416;5
557304;0;20;7424;0;21;7416;5
557359;0;20;7424;0;21;7416;5
557413;0;20;7424;0;21;7416;5
557467;0;20;7424;0;21;7416;5
557521;0;20;7424;0;21;7416;5
557576;0;20;7424;0;21;7416;5
557629;0;20;7424;0;21;7416;5
557683;0;20;7424;0;21;7416;5
557741;0;20;7424;0;21;7416;5
557795;0;20;7424;0;21;7416;5
557848;0;20;7424;0;21;7416;5
557902;0;20;7424;0;21;7416;5
557957;0;20;7424;0;21;7416;5
558011;0;20;7424;0;21;7416;5
558065;0;20;7424;0;21;7416;5
558119;0;20;7424;0;21;7416;5
558174;0;20;7424;0;21;7416;5
558227;0;20;7424;0;21;7416;5
558281;0;20;7424;0;21;7416;5
558336;0;20;7424;0;21;7416;5
558390;0;20;7424;0;21;7416;5
558444;0;20;7424;0;21;7416;5
558498;0;20;7424;0;21;7416;5
558552;0;20;7424;0;21;7416;5
558606;0;20;7424;0;21;7416;5
558663;0;20;7424;0;21;7416;5
558717;0;20;7424;0;21;7416;5
558771;0;20;7424;0;21;7416;5
558825;0;20;7424;0;21;7416;5
558879;0;20;7424;0;21;7416;5
558934;0;20;7424;0;21;7416;5
558988;0;20;7424;0;21;7416;5
559042;0;20;7424;0;21;7416;5
559096;0;20;7424;0;21;7416;5
559150;0;20;7424;0;21;7416;5
559204;0;20;7424;0;21;7416;5
559258;0;20;7424;0;21;7416;5
559320;0;20;7424;0;21;7416;5
559378;0;20;7424;0;21;7416;5
559431;0;20;7424;0;21;7416;5
559485;0;20;7424;0;21;7416;5
559540;0;20;7424;0;21;7416;5
559596;0;20;7424;0;21;7416;5
559650;0;20;7424;0;21;7416;5
559705;0;20;7424;0;21;7416;5
559759;0;20;7424;0;21;7416;5
559813;0;20;7424;0;21;7416;5
559867;0;20;7424;0;21;7416;5
559922;0;20;7424;0;21;7416;5
559975;0;20;7424;0;21;7416;5
560029;0;20;7424;0;21;7416;5
560083;0;20;7424;0;21;7416;5
560138;0;20;7424;0;21;7416;5
560192;0;20;7424;0;21;7416;5
560246;0;20;7424;0;21;7416;5
560301;0;20;7424;0;21;7416;5
560354;0;20;7424;0;21;7416;6
560408;0;20;7424;0;21;7416;5
560462;0;20;7424;0;21;7416;5
560519;0;20;7424;0;21;7416;5
560573;0;20;7424;0;21;7416;5
560627;0;20;7424;0;21;7416;5
560681;0;20;7424;0;21;7416;5
560736;0;20;7424;0;21;7416;5
560790;0;20;7424;0;21;7416;5
560843;0;20;7424;0;21;7416;5
560898;0;20;7424;0;21;7416;5
560952;0;20;7424;0;21;7416;5
561006;0;20;7424;0;21;7416;5
561060;0;20;7424;0;21;7416;5
561115;0;20;7424;0;21;7416;5
561168;0;20;7424;0;21;7416;5
561222;0;20;7424;0;21;7416;5
561276;0;20;7424;0;21;7416;5
561331;0;20;7424;0;21;7416;5
561385;0;20;7424;0;21;7416;5
561441;0;20;7424;0;21;7416;5
561496;0;20;7424;0;21;7416;5
561550;0;20;7424;0;21;7416;5
561604;0;20;7424;0;21;7416;5
561658;0;20;7424;0;21;7416;5
561713;0;20;7424;0;21;7416;5
561766;0;20;7424;0;21;7416;5
561820;0;20;7424;0;21;7416;5
561874;0;20;7424;0;21;7416;5
561929;0;20;7424;0;21;7416;5
561983;0;20;7424;0;21;7416;5
562037;0;20;7424;0;21;7416;5
562092;0;20;7424;0;21;7416;5
562145;0;20;7424;0;21;7416;5
562199;0;20;7424;0;21;7416;5
562253;0;20;7424;0;21;7416;5
562308;0;20;7424;0;21;7416;5
562364;0;20;7424;0;21;7416;5
562418;0;20;7424;0;21;7416;5
562472;0;20;7424;0;21;7416;5
562527;0;20;7424;0;21;7416;5
562581;0;20;7424;0;21;7416;5
562635;0;20;7424;0;21;7416;5
562689;0;20;7424;0;21;7416;5
562743;0;20;7424;0;21;7416;5
562797;0;20;7424;0;21;7416;5
562851;0;20;7424;0;21;7416;5
562906;0;20;7424;0;21;7416;5
562960;0;20;7424;0;21;7416;5
563014;0;20;7424;0;21;7416;5
563067;0;20;7424;0;21;7416;5
563122;0;20;7424;0;21;7416;5
563176;0;20;7424;0;21;7416;5
563230;0;20;7424;0;21;7416;5
563287;0;20;7424;0;21;7416;5
563341;0;20;7424;0;21;7416;5
563395;0;20;7424;0;21;7416;5
563449;0;20;7424;0;21;7416;5
563504;0;20;7424;0;21;7416;5
563558;0;20;7424;0;21;7416;5
563612;0;20;7424;0;21;7416;5
563665;0;20;7424;0;21;7416;5
563720;0;20;7424;0;21;7416;5
563774;0;20;7424;0;21;7416;5
563828;0;20;7424;0;21;7416;5
563883;0;20;7424;0;21;7416;5
563937;0;20;7424;0;21;7416;5
563990;0;20;7424;0;21;7416;5
564044;0;20;7424;0;21;7416;5
564099;0;20;7424;0;21;7416;5
564153;0;20;7424;0;21;7416;5
564209;0;20;7424;0;21;7416;5
564263;0;20;7424;0;21;7416;5
564318;0;20;7424;0;21;7416;5
564372;0;20;7424;0;21;7416;5
564426;0;20;7424;0;21;7416;5
564481;0;20;7424;0;21;7416;5
564535;0;20;7424;0;21;7416;5
564588;0;20;7424;0;21;7416;5
564642;0;20;7424;0;21;7416;5
564697;0;20;7424;0;21;7416;5
564751;0;20;7424;0;21;7416;5
564812;0;20;7424;0;21;7416;5
564871;0;20;7424;0;21;7416;5
564924;0;20;7424;0;21;7416;5
564978;0;20;7424;0;21;7416;5
565032;0;20;7424;0;21;7416;5
565087;0;20;7424;0;21;7416;5
565141;0;20;7424;0;21;7416;5
565197;0;20;7424;0;21;7416;5
565252;0;20;7424;0;21;7416;5
565306;0;20;7424;0;21;7416;5
565360;0;20;7424;0;21;7416;5
565414;0;20;7424;0;21;7416;5
565468;0;20;7424;0;21;7416;5
565522;0;20;7424;0;21;7416;5
565576;0;20;7424;0;21;7416;5
565630;0;20;7424;0;21;7416;5
565685;0;20;7424;0;21;7416;5
565739;0;20;7424;0;21;7416;5
565793;0;20;7424;0;21;7416;5
565847;0;20;7424;0;21;7416;5
565901;0;20;7424;0;21;7416;5
565955;0;20;7424;0;21;7416;5
566009;0;20;7424;0;21;7416;5
566064;0;20;7424;0;21;7416;5
566120;0;20;7424;0;21;7416;5
566174;0;20;7424;0;21;7416;5
566228;0;20;7424;0;21;7416;5
566283;0;20;7424;0;21;7416;5
566337;0;20;7424;0;21;7416;5
566391;0;20;7424;0;21;7416;5
566445;0;20;7424;0;21;7416;5
566499;0;20;7424;0;21;7416;5
566553;0;20;7424;0;21;7416;5
566607;0;20;7424;0;21;7416;5
566662;0;20;7424;0;21;7416;5
566716;0;20;7424;0;21;7416;5
566770;0;20;7424;0;21;7416;5
566823;0;20;7424;0;21;7416;5
566878;0;20;7424;0;21;7416;5
566932;0;20;7424;0;21;7416;5
566986;0;20;7424;0;21;7416;5
567043;0;20;7424;0;21;7416;5
567097;0;20;7424;0;21;7416;5
567151;0;20;7424;0;21;7416;5
567205;0;20;7424;0;21;7416;5
567260;0;20;7424;0;21;7416;5
567313;0;20;7424;0;21;7416;5
567367;0;20;7424;0;21;7416;5
567421;0;20;7424;0;21;7416;5
567476;0;20;7424;0;21;7416;5
567530;0;20;7424;0;21;7416;5
567584;0;20;7424;0;21;7416;4
